        CG/HBCS        CG/ScaleStar
1        30.37        -1.88
2        33.92        0.02
3        34.46        -0.72
4        19.21        0.16
5        2.95        1.36
6        0.31        7.85
7        1.46        13.33
8        3.25        17.20
9        5.68        20.49
10        6.99        22.95
11        9.06        25.23
12        9.79        26.88
13        10.65        28.54
14        11.21        29.84
15        11.41        31.06
16        11.55        32.05
17        12.29        32.99
18        12.78        33.86
19        13.20        34.59
20        0.00        35.27
