        CG/HBCS        CG/ScaleStar
1        28.86        -2.61
2        33.22        0.13
3        33.09        -0.14
4        20.70        0.00
5        2.59        1.47
6        0.21        7.87
7        1.34        13.39
8        3.22        17.01
9        6.05        20.55
10        7.25        22.90
11        9.23        25.20
12        9.65        26.85
13        10.56        28.57
14        10.77        29.81
15        11.08        31.09
16        11.44        32.08
17        12.35        33.05
18        13.08        33.88
19        13.41        34.65
20        0.00        35.32
