        CG/HBCS        CG/ScaleStar
1        33.21        0.09
2        38.75        -0.03
3        32.07        -1.45
4        8.97        9.26
5        3.88        16.65
6        1.21        21.71
7        3.59        25.35
8        5.00        28.07
9        5.61        30.13
10        6.38        31.90
11        7.26        33.31
12        8.09        34.56
13        8.90        35.63
14        9.29        36.52
15        9.40        37.27
16        9.75        37.97
17        9.83        38.58
18        9.93        39.11
19        10.26        39.62
20        0.00        40.05
