        CG/HBCS        CG/ScaleStar
1        32.95        0.07
2        36.07        0.36
3        28.81        -0.01
4        16.69        4.87
5        0.19        12.97
6        0.95        18.04
7        2.81        22.27
8        4.44        25.38
9        5.97        27.74
10        7.45        29.57
11        8.22        31.27
12        8.85        32.68
13        9.24        33.79
14        9.66        34.86
15        10.26        35.76
16        10.47        36.54
17        10.67        37.20
18        10.89        37.81
19        11.03        38.38
20        0.00        38.87
