        CG/HBCS        CG/ScaleStar
1        33.47        -0.02
2        35.12        0.21
3        29.06        0.09
4        20.96        4.87
5        -0.04        13.09
6        1.61        18.28
7        2.67        22.32
8        4.31        25.43
9        6.08        27.76
10        7.27        29.74
11        8.15        31.40
12        8.91        32.79
13        9.11        33.88
14        9.45        34.90
15        10.05        35.80
16        10.50        36.61
17        10.67        37.27
18        11.02        37.88
19        11.31        38.46
20        0.00        38.96
