        CG/HBCS        CG/ScaleStar
1        39.74        0.20
2        41.44        0.10
3        30.40        8.66
4        11.57        17.62
5        -0.01        23.48
6        1.74        27.36
7        3.42        30.35
8        4.43        32.57
9        5.55        34.27
10        6.17        35.62
11        6.90        36.77
12        7.16        37.72
13        7.34        38.52
14        7.82        39.21
15        8.08        39.81
16        8.31        40.37
17        8.42        40.84
18        8.52        41.29
19        8.65        41.67
20        0.00        41.99
