        CG/HBCS        CG/ScaleStar
1        32.41        0.05
2        34.03        -2.15
3        28.77        -0.00
4        20.44        4.83
5        0.88        12.87
6        1.17        17.97
7        2.57        22.17
8        4.49        25.36
9        5.88        27.70
10        7.38        29.62
11        8.02        31.25
12        8.63        32.68
13        8.73        33.79
14        9.31        34.75
15        10.08        35.70
16        10.78        36.49
17        11.11        37.15
18        11.10        37.79
19        11.31        38.37
20        0.00        38.86
