        CG/HBCS        CG/ScaleStar
1        32.82        -0.02
2        34.98        0.05
3        24.14        0.03
4        18.44        2.63
5        5.48        10.16
6        1.14        16.35
7        3.86        20.71
8        4.74        23.72
9        5.42        26.44
10        7.28        28.61
11        8.11        30.26
12        8.65        31.69
13        9.48        32.98
14        9.95        34.00
15        10.40        34.95
16        10.46        35.81
17        11.00        36.55
18        11.39        37.18
19        11.83        37.80
20        0.00        38.33
