        CG/HBCS        CG/ScaleStar
1        37.60        0.10
2        41.67        0.10
3        28.89        6.89
4        12.31        16.43
5        0.46        22.36
6        1.59        26.34
7        3.27        29.36
8        4.58        31.64
9        5.37        33.42
10        6.16        34.90
11        6.74        36.08
12        7.33        37.11
13        7.91        37.97
14        8.09        38.67
15        8.19        39.31
16        8.52        39.91
17        8.57        40.42
18        8.81        40.88
19        8.79        41.29
20        0.00        41.64
