        CG/HBCS        CG/ScaleStar
1        37.09        0.10
2        40.92        0.11
3        24.32        5.07
4        14.79        14.97
5        0.28        21.22
6        2.17        25.47
7        3.67        28.55
8        5.11        30.91
9        5.83        32.78
10        6.13        34.29
11        7.02        35.54
12        7.51        36.60
13        8.02        37.48
14        8.40        38.26
15        8.61        38.89
16        8.69        39.50
17        8.89        40.00
18        9.24        40.48
19        9.22        40.92
20        0.00        41.28
