        CG/HBCS        CG/ScaleStar
1        20.93        14.18
2        39.34        17.76
3        39.34        1.68
4        40.38        16.57
5        41.91        17.76
6        23.67        7.20
7        0.00        2.46
8        4.72        5.36
9        9.11        7.99
10        2.56        4.34
11        9.19        10.53
12        13.70        4.47
13        4.00        7.80
14        8.69        12.31
15        6.30        15.30
16        3.33        12.61
17        6.80        15.74
18        9.86        18.51
19        10.87        19.43
20        0.00        19.43
