        CG/HBCS        CG/ScaleStar
1        12.18        11.02
2        14.34        14.01
3        30.97        0.00
4        26.58        0.28
5        33.77        10.06
6        0.96        0.32
7        13.64        13.08
8        13.95        9.15
9        0.88        0.00
10        1.32        0.44
11        7.68        0.47
12        7.68        0.47
13        1.50        6.86
14        1.50        6.86
15        8.76        0.54
16        1.88        0.54
17        5.78        4.50
18        8.88        7.64
19        1.75        8.18
20        0.00        12.14
