        CG/HBCS        CG/ScaleStar
1        30.15        -1.63
2        34.40        0.47
3        33.93        -0.85
4        16.24        0.09
5        4.98        1.32
6        0.12        7.42
7        0.78        13.43
8        2.70        16.93
9        5.57        20.53
10        6.96        22.85
11        9.47        25.26
12        9.66        26.91
13        10.36        28.59
14        10.97        29.88
15        11.76        31.12
16        11.84        32.05
17        12.05        33.07
18        12.43        33.88
19        13.28        34.66
20        0.00        35.35
