        CG/HBCS        CG/ScaleStar
1        33.49        0.15
2        37.89        -0.11
3        31.90        -1.17
4        7.20        9.06
5        1.58        16.50
6        1.02        21.66
7        3.44        25.32
8        5.21        28.00
9        6.01        30.04
10        6.65        31.81
11        7.67        33.27
12        8.36        34.55
13        8.87        35.60
14        8.86        36.47
15        9.09        37.25
16        9.46        37.93
17        9.64        38.55
18        9.97        39.11
19        10.31        39.62
20        0.00        40.04
