        CG/HBCS        CG/ScaleStar
1        0.00        0.00
2        0.00        0.00
3        26.22        0.00
4        14.05        0.00
5        14.05        0.00
6        30.55        19.19
7        0.00        0.00
8        21.99        21.99
9        0.00        0.00
10        0.00        0.00
11        0.00        9.39
12        0.83        0.00
13        0.00        0.00
14        -11.68        0.00
15        0.00        0.00
16        -6.20        0.00
17        0.50        6.31
18        0.50        6.31
19        0.50        6.31
20        0.00        12.15
