        CG/HBCS        CG/ScaleStar
1        38.22        0.17
2        40.17        0.08
3        29.06        7.06
4        12.17        16.51
5        0.36        22.36
6        1.60        26.48
7        3.66        29.48
8        4.56        31.77
9        5.79        33.54
10        6.42        34.97
11        6.87        36.16
12        7.36        37.18
13        7.62        38.01
14        7.91        38.73
15        8.33        39.39
16        8.50        39.95
17        8.76        40.48
18        8.88        40.93
19        9.11        41.34
20        8.95        41.68
