        CG/HBCS        CG/ScaleStar
1        32.81        0.32
2        34.90        0.49
3        22.92        0.02
4        18.55        2.38
5        3.42        9.98
6        0.89        16.09
7        3.46        20.54
8        4.30        23.57
9        5.10        26.29
10        6.66        28.45
11        8.09        30.10
12        9.01        31.56
13        9.81        32.91
14        10.18        33.94
15        10.60        34.89
16        10.59        35.72
17        11.03        36.43
18        11.31        37.07
19        11.65        37.68
20        0.00        38.21
