        CG/HBCS        CG/ScaleStar
1        32.82        -0.02
2        39.86        0.07
3        31.63        -1.49
4        10.10        9.36
5        1.10        16.82
6        0.97        21.80
7        3.48        25.42
8        5.41        28.12
9        5.86        30.18
10        6.69        31.93
11        7.28        33.36
12        8.08        34.62
13        9.07        35.66
14        9.18        36.59
15        9.29        37.32
16        9.59        38.03
17        9.65        38.61
18        10.22        39.18
19        10.42        39.70
20        10.38        40.10
