        CG/HBCS        CG/ScaleStar
1        33.04        0.07
2        35.67        -0.81
3        30.61        -0.69
4        18.63        7.15
5        2.11        14.85
6        0.77        20.16
7        2.77        23.68
8        4.91        26.62
9        6.34        28.97
10        7.10        30.89
11        7.51        32.37
12        8.29        33.60
13        8.95        34.75
14        9.43        35.70
15        9.98        36.54
16        10.07        37.23
17        10.35        37.90
18        10.47        38.46
19        10.69        39.03
20        10.77        39.48
