        CG/HBCS        CG/ScaleStar
1        15.59        1.11
2        24.56        0.42
3        15.85        0.62
4        9.75        0.75
5        14.08        0.26
6        14.55        0.26
7        4.72        -0.92
8        2.33        1.27
9        1.58        5.41
10        3.82        8.73
11        7.08        12.63
12        8.65        15.26
13        9.36        17.06
14        11.34        19.96
15        13.11        21.56
16        14.40        22.86
17        15.43        24.60
18        15.63        25.75
19        15.79        26.90
20        0.00        28.00
