        CG/HBCS        CG/ScaleStar
1        31.86        0.17
2        34.50        0.39
3        26.14        0.08
4        14.21        -1.43
5        11.21        7.59
6        0.95        13.94
7        2.89        18.03
8        4.99        21.79
9        6.19        24.66
10        7.27        26.77
11        7.79        28.69
12        8.98        30.22
13        10.12        31.56
14        10.64        32.73
15        10.92        33.67
16        10.67        34.62
17        11.22        35.44
18        11.75        36.13
19        11.84        36.77
20        12.34        37.34
