        CG/HBCS        CG/ScaleStar
1        33.05        0.12
2        39.96        0.04
3        32.31        -1.33
4        8.42        9.38
5        3.20        16.67
6        0.97        21.68
7        3.64        25.30
8        4.94        28.01
9        6.19        30.08
10        6.46        31.81
11        7.51        33.29
12        8.37        34.55
13        8.90        35.62
14        9.05        36.48
15        9.48        37.25
16        9.61        37.95
17        9.71        38.55
18        10.23        39.10
19        10.30        39.63
20        0.00        40.05
