        CG/HBCS        CG/ScaleStar
1        30.67        -0.22
2        33.30        0.31
3        35.44        -0.30
4        18.98        0.11
5        1.65        1.51
6        1.68        7.67
7        0.96        13.53
8        3.16        16.94
9        5.29        20.56
10        6.86        22.81
11        8.83        25.28
12        10.01        26.87
13        10.81        28.71
14        11.29        29.95
15        11.55        31.18
16        11.43        32.17
17        12.11        33.13
18        12.65        33.93
19        13.38        34.70
20        0.00        35.42
