        CG/HBCS        CG/ScaleStar
1        33.46        0.11
2        35.71        0.31
3        26.96        0.05
4        20.70        4.92
5        0.82        13.07
6        1.60        18.24
7        2.60        22.33
8        4.57        25.40
9        6.04        27.80
10        7.22        29.72
11        8.28        31.40
12        8.89        32.77
13        9.28        33.89
14        9.52        34.88
15        10.05        35.80
16        10.61        36.61
17        10.86        37.26
18        11.06        37.88
19        11.05        38.43
20        0.00        38.92
