        CG/HBCS        CG/ScaleStar
1        40.00        0.15
2        41.46        -0.03
3        31.35        8.46
4        5.74        17.68
5        0.23        23.55
6        1.86        27.51
7        3.67        30.45
8        4.64        32.62
9        5.46        34.32
10        6.22        35.70
11        6.76        36.85
12        7.17        37.78
13        7.45        38.58
14        7.80        39.28
15        8.16        39.87
16        8.27        40.43
17        8.44        40.90
18        8.66        41.34
19        8.78        41.73
20        0.00        42.06
