        CG/HBCS        CG/ScaleStar
1        33.81        0.12
2        40.22        -0.09
3        32.97        -0.38
4        12.44        9.38
5        -0.06        16.73
6        1.15        21.67
7        3.46        25.30
8        5.08        28.00
9        5.80        30.07
10        6.34        31.77
11        7.76        33.25
12        8.50        34.54
13        9.00        35.57
14        9.38        36.45
15        9.49        37.23
16        9.56        37.91
17        9.82        38.53
18        9.92        39.09
19        10.29        39.60
20        10.41        40.03
