        CG/HBCS        CG/ScaleStar
1        41.15        0.09
2        39.85        -0.41
3        31.58        9.65
4        3.56        19.11
5        0.25        24.75
6        2.12        28.46
7        3.58        31.16
8        4.39        33.21
9        5.44        34.81
10        5.89        36.10
11        6.45        37.23
12        6.89        38.17
13        7.37        38.96
14        7.55        39.62
15        7.71        40.20
16        7.95        40.70
17        8.18        41.17
18        8.25        41.57
19        8.52        41.96
20        0.00        42.28
