        CG/HBCS        CG/ScaleStar
1        19.76        -4.98
2        30.92        0.16
3        32.08        0.06
4        24.45        -0.11
5        1.38        -0.56
6        0.64        4.27
7        2.38        9.77
8        4.22        14.34
9        4.06        17.40
10        6.39        20.60
11        7.71        22.65
12        9.94        24.96
13        10.74        26.48
14        11.76        28.12
15        11.98        29.27
16        13.00        30.49
17        13.40        31.45
18        13.42        32.45
19        14.04        33.24
20        0.00        34.00
