        CG/HBCS        CG/ScaleStar
1        33.02        0.08
2        32.66        -2.19
3        27.89        0.09
4        21.40        4.89
5        0.84        13.04
6        0.91        17.84
7        2.88        22.18
8        4.52        25.43
9        5.88        27.76
10        7.08        29.66
11        7.71        31.37
12        8.44        32.77
13        8.72        33.86
14        9.50        34.90
15        10.06        35.77
16        10.61        36.61
17        10.46        37.25
18        10.80        37.85
19        11.08        38.45
20        0.00        38.93
