        CG/HBCS        CG/ScaleStar
1        29.58        -1.05
2        33.92        0.14
3        33.89        -0.17
4        16.88        0.16
5        2.40        1.28
6        0.47        7.75
7        1.30        13.29
8        3.10        17.07
9        5.88        20.47
10        7.36        22.84
11        8.97        25.19
12        9.95        26.84
13        10.47        28.55
14        10.85        29.80
15        12.04        31.06
16        11.98        32.07
17        12.43        33.04
18        12.71        33.84
19        13.26        34.61
20        0.00        35.30
