        CG/HBCS        CG/ScaleStar
1        14.65        -6.83
2        24.63        0.16
3        28.09        0.07
4        29.15        -0.16
5        17.07        0.07
6        0.54        0.38
7        1.70        5.91
8        3.54        9.94
9        6.49        14.55
10        7.39        17.19
11        8.64        20.38
12        8.82        22.34
13        10.10        24.33
14        11.25        25.96
15        11.49        27.17
16        13.08        28.63
17        13.85        29.64
18        14.20        30.79
19        14.65        31.63
20        0.00        32.46
