        CG/HBCS        CG/ScaleStar
1        11.68        0.88
2        24.76        0.45
3        18.73        -0.29
4        17.65        0.37
5        16.38        0.14
6        3.73        0.09
7        3.63        -1.09
8        0.22        1.08
9        1.74        5.14
10        4.05        8.44
11        6.96        12.41
12        8.47        15.08
13        10.23        17.01
14        12.01        19.39
15        13.47        21.29
16        14.39        22.78
17        13.92        24.22
18        14.91        25.53
19        15.32        26.66
20        0.00        27.76
