        CG/HBCS        CG/ScaleStar
1        0.19        0.19
2        0.17        0.17
3        0.00        0.00
4        0.33        0.33
5        10.68        0.33
6        25.06        0.39
7        0.41        0.41
8        24.42        0.41
9        39.74        0.52
10        13.13        0.52
11        13.13        0.52
12        0.58        0.58
13        0.58        0.58
14        0.58        0.58
15        0.64        0.64
16        0.64        0.64
17        0.68        5.86
18        2.21        7.31
19        2.21        7.31
20        0.00        12.52
