        CG/HBCS        CG/ScaleStar
1        32.02        0.00
2        34.61        0.21
3        26.10        -0.04
4        13.11        -0.88
5        11.78        7.70
6        0.37        14.04
7        3.11        18.18
8        4.90        21.96
9        6.59        24.77
10        7.26        26.86
11        7.70        28.76
12        8.66        30.31
13        9.87        31.61
14        10.32        32.82
15        10.81        33.75
16        11.02        34.67
17        11.72        35.50
18        12.12        36.16
19        12.02        36.83
20        0.00        37.39
