        CG/HBCS        CG/ScaleStar
1        33.49        0.10
2        36.58        -0.49
3        31.48        0.08
4        19.67        7.29
5        0.22        14.86
6        1.02        20.20
7        2.78        23.70
8        4.65        26.63
9        6.49        29.00
10        7.39        30.87
11        7.51        32.36
12        8.35        33.58
13        9.07        34.73
14        9.51        35.71
15        10.08        36.57
16        10.25        37.27
17        10.40        37.90
18        10.54        38.48
19        10.73        39.02
20        0.00        39.48
