        CG/HBCS        CG/ScaleStar
1        30.24        -1.93
2        33.94        0.10
3        33.41        -0.79
4        14.47        0.10
5        2.44        1.51
6        0.30        7.93
7        1.65        13.46
8        3.03        17.08
9        5.88        20.56
10        7.31        22.91
11        9.25        25.25
12        9.42        26.91
13        10.60        28.62
14        11.10        29.87
15        11.79        31.11
16        11.90        32.14
17        12.20        33.06
18        12.72        33.90
19        13.05        34.64
20        0.00        35.35
