        CG/HBCS        CG/ScaleStar
1        32.58        0.00
2        35.42        0.04
3        24.32        0.21
4        18.81        2.33
5        4.05        9.96
6        1.18        16.12
7        3.27        20.47
8        4.54        23.47
9        5.83        26.23
10        6.90        28.41
11        7.93        30.05
12        9.15        31.49
13        9.51        32.79
14        10.11        33.83
15        10.64        34.80
16        10.61        35.63
17        11.02        36.35
18        11.36        36.99
19        11.48        37.61
20        0.00        38.15
