        CG/HBCS        CG/ScaleStar
1        33.28        0.02
2        35.61        -0.31
3        31.64        -0.30
4        18.52        7.28
5        0.26        14.89
6        1.27        20.18
7        2.71        23.63
8        4.70        26.55
9        6.57        28.97
10        7.23        30.87
11        7.78        32.33
12        8.24        33.58
13        9.00        34.73
14        9.46        35.71
15        9.97        36.57
16        9.94        37.25
17        10.36        37.91
18        10.59        38.49
19        10.75        39.04
20        0.00        39.49
