        CG/HBCS        CG/ScaleStar
1        32.89        0.07
2        34.94        0.39
3        27.27        0.07
4        22.02        4.95
5        0.10        13.11
6        1.43        18.13
7        2.88        22.23
8        4.44        25.42
9        6.22        27.84
10        7.12        29.67
11        8.33        31.35
12        8.76        32.74
13        9.35        33.88
14        9.66        34.88
15        10.18        35.80
16        10.35        36.56
17        10.61        37.23
18        11.05        37.84
19        11.11        38.42
20        0.00        38.91
