        CG/HBCS        CG/ScaleStar
1        30.32        -1.68
2        33.34        0.49
3        33.73        -0.57
4        18.52        0.10
5        4.02        1.63
6        0.68        8.07
7        1.13        13.51
8        2.69        17.33
9        5.56        20.69
10        7.54        23.13
11        8.74        25.42
12        9.64        27.06
13        10.22        28.75
14        10.61        30.06
15        11.73        31.26
16        11.65        32.27
17        12.24        33.19
18        12.49        34.00
19        13.23        34.77
20        0.00        35.45
