        CG/HBCS        CG/ScaleStar
1        33.11        0.05
2        35.50        0.29
3        22.45        0.00
4        16.81        2.54
5        6.66        10.09
6        1.50        16.22
7        3.93        20.57
8        4.15        23.58
9        5.63        26.34
10        7.08        28.48
11        8.09        30.07
12        8.96        31.60
13        9.50        32.85
14        10.06        33.86
15        10.52        34.84
16        10.93        35.70
17        11.09        36.41
18        11.34        37.07
19        11.71        37.67
20        0.00        38.22
