        CG/HBCS        CG/ScaleStar
1        36.86        5.55
2        38.98        3.58
3        33.99        -0.41
4        22.37        8.68
5        8.74        16.82
6        1.52        21.96
7        3.85        25.83
8        2.67        27.02
9        6.04        30.47
10        6.45        32.49
11        8.16        33.93
12        7.43        34.58
13        7.63        35.49
14        7.79        36.84
15        7.91        37.10
16        7.91        37.62
17        9.31        38.68
18        10.31        39.56
19        9.95        39.75
20        0.00        39.81
