        CG/HBCS        CG/ScaleStar
1        36.90        5.46
2        43.79        2.25
3        31.05        1.38
4        19.95        4.74
5        3.92        13.45
6        1.07        18.70
7        0.60        21.83
8        0.95        24.69
9        4.10        27.33
10        6.32        29.69
11        5.67        31.60
12        6.43        32.48
13        7.82        34.42
14        7.43        34.47
15        8.26        35.51
16        9.05        36.40
17        9.63        36.91
18        10.04        37.34
19        10.49        38.01
20        0.00        38.07
