        CG/HBCS        CG/ScaleStar
1        36.68        4.16
2        35.22        -0.04
3        31.16        4.34
4        16.11        10.10
5        9.86        18.18
6        0.41        23.06
7        2.15        26.94
8        3.20        29.46
9        4.57        31.54
10        6.86        34.03
11        7.20        35.09
12        8.49        36.70
13        8.71        37.61
14        8.38        38.32
15        8.13        39.22
16        8.26        39.65
17        9.17        40.57
18        9.72        41.07
19        10.38        41.54
20        0.00        41.84
