        CG/HBCS        CG/ScaleStar
1        35.38        2.80
2        39.13        1.91
3        32.04        3.58
4        15.03        12.00
5        9.35        19.34
6        0.43        23.56
7        1.84        27.13
8        3.23        30.02
9        3.91        32.09
10        5.87        34.65
11        6.14        35.45
12        7.13        37.12
13        7.94        37.97
14        8.08        38.89
15        8.80        39.82
16        8.76        40.11
17        10.73        41.45
18        10.68        41.94
19        10.57        42.40
20        0.00        42.55
