        CG/HBCS        CG/ScaleStar
1        38.34        6.64
2        44.83        1.74
3        33.22        0.56
4        13.70        12.32
5        17.67        18.70
6        1.54        24.46
7        2.69        27.14
8        2.24        28.95
9        4.44        31.54
10        7.19        34.21
11        7.82        35.42
12        8.08        36.34
13        10.18        37.95
14        9.01        38.24
15        10.11        39.07
16        10.28        40.35
17        9.86        40.51
18        10.15        41.30
19        10.44        41.55
20        9.89        41.61
