        CG/HBCS        CG/ScaleStar
1        11.80        5.63
2        28.01        6.56
3        28.53        0.38
4        26.41        4.84
5        14.61        -4.41
6        24.05        4.75
7        27.98        0.43
8        13.30        2.26
9        5.45        1.60
10        4.04        -0.11
11        7.71        6.59
12        4.49        6.81
13        4.52        9.55
14        2.88        12.79
15        6.90        16.39
16        8.62        17.94
17        6.98        20.12
18        8.68        21.58
19        12.36        24.75
20        0.00        24.67
