        CG/HBCS        CG/ScaleStar
1        16.83        16.83
2        42.58        10.31
3        25.27        5.86
4        32.78        17.01
5        49.06        24.46
6        35.42        21.40
7        21.36        8.53
8        22.74        8.04
9        21.20        0.42
10        5.59        5.59
11        24.64        -1.35
12        8.84        -5.41
13        0.24        0.52
14        -2.81        0.76
15        5.16        8.45
16        5.16        8.45
17        4.23        13.24
18        4.23        13.24
19        4.18        13.20
20        0.00        13.03
