        CG/HBCS        CG/ScaleStar
1        12.25        10.18
2        32.39        1.90
3        27.91        6.90
4        24.57        4.72
5        26.49        9.41
6        29.49        10.34
7        13.42        4.36
8        0.19        0.19
9        6.60        5.42
10        7.01        4.97
11        2.87        3.71
12        -2.29        5.82
13        0.26        10.03
14        4.84        16.06
15        4.23        15.52
16        6.33        17.38
17        5.83        16.93
18        11.63        22.05
19        11.62        22.05
20        0.00        21.96
