        CG/HBCS        CG/ScaleStar
1        24.03        12.90
2        32.54        5.62
3        46.03        12.47
4        36.86        9.18
5        35.89        15.86
6        35.21        17.58
7        20.52        2.31
8        13.59        12.01
9        0.31        -0.07
10        15.38        8.71
11        10.95        0.25
12        6.92        3.33
13        5.59        7.82
14        7.86        13.60
15        7.54        11.14
16        10.11        13.60
17        13.10        18.51
18        13.10        18.51
19        13.10        18.51
20        0.00        18.39
