        CG/HBCS        CG/ScaleStar
1        19.85        11.53
2        42.56        18.63
3        29.01        4.94
4        38.69        5.67
5        52.02        25.37
6        37.86        14.09
7        33.34        2.08
8        16.62        0.14
9        16.92        0.15
10        8.38        1.36
11        1.36        1.36
12        -4.87        1.57
13        0.51        6.60
14        4.59        10.43
15        6.29        12.03
16        6.72        12.43
17        8.59        14.18
18        11.79        17.19
19        11.79        17.19
20        0.00        17.08
