        CG/HBCS        CG/ScaleStar
1        19.79        7.38
2        30.30        14.07
3        31.65        -0.70
4        32.60        3.13
5        46.44        23.22
6        25.55        16.52
7        23.26        -1.44
8        9.28        4.49
9        0.41        5.40
10        -3.23        0.41
11        -4.92        1.58
12        -0.03        7.74
13        -0.06        7.72
14        2.60        10.17
15        6.47        13.74
16        7.86        15.02
17        12.77        19.56
18        12.75        19.56
19        12.75        19.56
20        0.00        19.41
