        CG/HBCS        CG/ScaleStar
1        20.19        20.85
2        34.74        18.06
3        33.96        6.98
4        20.81        -0.66
5        30.99        9.62
6        15.61        0.12
7        1.16        1.16
8        0.66        2.76
9        -0.30        -0.30
10        4.68        10.64
11        3.04        12.16
12        0.37        13.15
13        0.13        14.95
14        4.22        18.46
15        7.89        21.58
16        10.29        23.63
17        10.67        23.95
18        11.84        27.87
19        11.84        27.87
20        0.00        27.80
