14	19	43.04

15	0	5.32
15	1	16.23
15	2	21.14
15	3	25.54
15	4	29.60
15	5	31.95
15	6	33.12
15	7	34.90
15	8	36.26
15	9	39.30
15	10	37.81
15	11	38.69
15	12	40.93
15	13	41.02
15	14	40.91
15	15	41.33
15	16	42.13
15	17	42.42
15	18	42.56
15	19	43.51

16	0	7.49
16	1	17.63
16	2	24.22
16	3	26.42
16	4	30.87
16	5	33.52
16	6	34.34
16	7	35.69
16	8	36.79
16	9	39.88
16	10	38.83
16	11	39.34
16	12	41.61
16	13	41.48
16	14	41.41
16	15	42.08
16	16	42.62
16	17	42.89
16	18	43.03
16	19	43.99

17	0	8.05
17	1	19.80
17	2	25.54
17	3	27.43
17	4	31.62
17	5	34.10
17	6	35.14
17	7	36.59
17	8	37.84
17	9	40.74
17	10	39.47
17	11	40.20
17	12	41.98
17	13	42.03
17	14	41.96
17	15	42.56
17	16	43.16
17	17	43.27
17	18	43.41
17	19	44.44

18	0	9.36
18	1	18.52
18	2	27.46
18	3	29.58
18	4	32.97
18	5	35.18
18	6	35.81
18	7	37.14
18	8	38.17
18	9	41.07
18	10	40.04
18	11	40.81
18	12	42.62
18	13	42.47
18	14	42.47
18	15	43.06
18	16	43.50
18	17	43.61
18	18	43.75
18	19	44.79

19	0	10.82
19	1	22.41
19	2	27.94
19	3	29.92
19	4	33.76
19	5	36.14
19	6	36.66
19	7	37.96
19	8	39.06
19	9	41.75
19	10	40.57
19	11	41.21
19	12	42.96
19	13	42.82
19	14	42.77
19	15	43.36
19	16	43.80
19	17	43.92
19	18	44.06
19	19	45.10

20	0	15.34
20	1	22.31
20	2	27.97
20	3	30.20
20	4	33.92
20	5	36.14
20	6	36.74
20	7	37.97
20	8	39.06
20	9	41.81
20	10	40.67
20	11	41.33
20	12	43.13
20	13	42.95
20	14	42.92
20	15	43.54
20	16	43.96
20	17	44.12
20	18	44.21
20	19	45.30

