1	0	8.62
1	1	17.06
1	2	19.48
1	3	29.77
1	4	26.51
1	5	30.76
1	6	28.78
1	7	31.40
1	8	33.54
1	9	36.01
1	10	37.54
1	11	37.63
1	12	38.66
1	13	44.11
1	14	43.30
1	15	42.44
1	16	42.63
1	17	40.72
1	18	47.01
1	19	50.72

2	0	10.88
2	1	32.90
2	2	29.26
2	3	28.86
2	4	27.55
2	5	30.54
2	6	29.00
2	7	37.56
2	8	45.37
2	9	46.18
2	10	45.20
2	11	40.74
2	12	41.88
2	13	46.50
2	14	44.35
2	15	43.66
2	16	44.12
2	17	45.68
2	18	46.24
2	19	47.14

3	0	24.36
3	1	32.38
3	2	24.59
3	3	27.02
3	4	27.59
3	5	34.28
3	6	34.34
3	7	36.93
3	8	38.00
3	9	39.48
3	10	35.31
3	11	34.38
3	12	34.11
3	13	38.15
3	14	36.94
3	15	35.81
3	16	37.87
3	17	35.63
3	18	36.92
3	19	36.86

4	0	19.92
4	1	31.39
4	2	25.32
4	3	34.43
4	4	25.05
4	5	26.50
4	6	28.59
4	7	29.36
4	8	31.46
4	9	26.14
4	10	21.95
4	11	17.47
4	12	22.17
4	13	25.54
4	14	20.95
4	15	19.73
4	16	28.65
4	17	18.41
4	18	17.54
4	19	14.46

5	0	17.29
5	1	35.85
5	2	23.55
5	3	26.53
5	4	19.89
5	5	22.50
5	6	15.54
5	7	11.63
5	8	10.93
5	9	6.70
5	10	11.99
5	11	8.55
5	12	4.22
5	13	3.27
5	14	6.37
5	15	2.45
5	16	-0.55
5	17	-0.49
5	18	-0.37
5	19	-0.93

6	0	5.15
6	1	32.32
6	2	16.08
6	3	16.88
6	4	16.17
6	5	7.92
6	6	2.89
6	7	1.16
6	8	1.62
6	9	1.78
6	10	-0.58
6	11	1.09
6	12	-0.40
6	13	-1.14
6	14	-0.22
6	15	-0.23
6	16	-0.39
6	17	0.21
6	18	0.60
6	19	0.40

7	0	17.65
7	1	20.47
7	2	11.48
7	3	13.75
7	4	1.75
7	5	0.40
7	6	1.78
7	7	0.79
7	8	1.37
7	9	0.48
7	10	0.38
7	11	1.76
7	12	0.90
7	13	0.65
7	14	1.48
7	15	1.80
7	16	1.56
7	17	2.13
7	18	1.73
7	19	2.10

8	0	10.18
8	1	10.18
8	2	9.19
8	3	2.11
8	4	1.52
8	5	3.17
8	6	2.67
8	7	3.66
8	8	2.52
8	9	1.80
8	10	2.61
8	11	2.37
8	12	2.89
8	13	2.19
8	14	3.06
8	15	3.37
8	16	2.94
8	17	3.13
8	18	3.29
8	19	3.37

9	0	15.76
9	1	7.62
9	2	3.47
9	3	2.58
9	4	4.06
9	5	4.15
9	6	5.53
9	7	3.84
9	8	4.11
9	9	3.32
9	10	3.90
9	11	4.23
9	12	4.16
9	13	3.46
9	14	4.03
9	15	4.93
9	16	4.09
9	17	4.47
9	18	3.99
9	19	3.99

10	0	11.96
10	1	7.71
10	2	2.20
10	3	5.10
10	4	4.24
10	5	6.03
10	6	5.73
10	7	5.91
10	8	4.70
10	9	4.51
10	10	5.21
10	11	6.13
10	12	5.35
10	13	5.00
10	14	4.61
10	15	5.68
10	16	4.28
10	17	5.26
10	18	4.74
10	19	4.71

11	0	11.50
11	1	5.86
11	2	3.09
11	3	6.15
11	4	6.00
11	5	6.63
11	6	7.15
11	7	6.11
11	8	6.12
11	9	5.25
11	10	6.54
11	11	6.71
11	12	6.08
11	13	5.33
11	14	5.81
11	15	5.91
11	16	5.14
11	17	5.63
11	18	5.51
11	19	5.42

12	0	8.18
12	1	1.89
12	2	5.49
12	3	6.57
12	4	8.60
12	5	7.45
12	6	8.13
12	7	7.15
12	8	7.05
12	9	6.56
12	10	7.29
12	11	7.49
12	12	6.89
12	13	6.14
12	14	6.61
12	15	6.42
12	16	5.64
12	17	5.95
12	18	6.27
12	19	5.76

13	0	2.30
13	1	1.58
13	2	7.56
13	3	8.87
